smiles,selfies
COc1ccc(OC)cc1,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2]
CCCCCCCC/C=C\CCCCCCCCO,[C][C][C][C][C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][O]
ClC(Cl)(Cl)Br,[Cl][C][Branch1][C][Cl][Branch1][C][Cl][Br]
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,[C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][=Branch1][=O]
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C]
C=C(C)[C@H]1CC=C(C)CC1,[C][=C][Branch1][C][C][C@H1][C][C][=C][Branch1][C][C][C][C][Ring1][#Branch1]
O=CC1CC=CCC1,[O][=C][C][C][C][=C][C][C][Ring1][=Branch1]
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Ring1]
N#Cc1cccnc1,[N][#C][C][=C][C][=C][N][=C][Ring1][=Branch1]
CCC1(CC)C(=O)C=CNC1=O,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][N][C][Ring1][=Branch2][=O]
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,[C][O][C][=C][O][C][=C][C][Ring1][Branch1][=C][Branch1][Ring1][O][C][C][C][=Branch1][C][=O][C][=C][Branch1][C][C][O][C][Ring1][P][=Ring1][Branch2]
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1][C][=C][Ring1][P]
O=CC=O,[O][=C][C][=O]
CC1CCC(C(C)C)C(O)C1,[C][C][C][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][#Branch2]
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,[C][N][Branch1][C][C][C][C][O][C][Branch1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1].[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O]
Sc1nc2ccccc2s1,[S][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2]
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,[C][C][=C][N][=C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][=N][C][S][Ring2][Ring1][=Branch1]
Nc1nc(N)nc(N)n1,[N][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=N][Ring1][Branch2]
O=S(=O)([O-])CCS,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][C][S]
Cc1c(I)c(=O)n(-c2ccccc2)n1C,[C][C][=C][Branch1][C][I][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][C]
CCC(C(N)=O)N1CCCC1=O,[C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][N][C][C][C][C][Ring1][Branch1][=O]
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
Nc1ccc(NCCO)c([N+](=O)[O-])c1,[N][C][=C][C][=C][Branch1][Branch1][N][C][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=N]
CCCCCCCCCCCCCCCCCCCl,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][Cl]
O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1,[O][=C][Branch2][Ring1][#Branch2][C][C][Branch1][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][C][C][C][C][C][C][Ring1][=Branch1]
CC(C)(C)C(=O)C(Cl)Cl,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl]
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O,[C][C][C][C][C][C][C][Branch2][Ring1][P][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Branch2][C][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O][O][C][Branch1][C][C][=O]
C=CC(C)(CCC=C(C)C)OC=O,[C][=C][C][Branch1][C][C][Branch1][=Branch2][C][C][C][=C][Branch1][C][C][C][O][C][=O]
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,[C][C][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][C][Ring1][N][Branch1][C][C][C]
CC(=O)OCCCc1ccccc1,[C][C][=Branch1][C][=O][O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,[O][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C][O]
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,[C][C][Branch1][C][C][O][C@@H1][C][O][C@@][Branch1][O][C][O][S][Branch1][C][N][=Branch1][C][=O][=O][O][C][Branch1][C][C][Branch1][C][C][O][C@H1][Ring1][=N][C@@H1][Ring1][P][O][Ring2][Ring1][Branch1]
F[B-](F)(F)F,[F][B-1][Branch1][C][F][Branch1][C][F][F]
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,[C][N+1][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch2][Ring1][N][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][=Branch2]
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,[C][O][C][=C][C][Branch1][S][C][=Branch1][C][=O][N][C][C][C][C][C][C][=Branch1][C][=O][O][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][Ring1][O][C]
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][O][C@H1][Branch2][Ring1][Branch1][O][C@][Branch1][Ring1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O]
O=S(=O)([O-])[S-],[O][=S][=Branch1][C][=O][Branch1][C][O-1][S-1]
CC(=O)NS(=O)(=O)c1ccc(N)cc1,[C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,[C][N][Branch1][Ring1][N][=O][C][=Branch1][C][=O][N][C@H1][C@@H1][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O]
O=C1CCC(=O)O1,[O][=C][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]
c1ccc(C2CO2)cc1,[C][=C][C][=C][Branch1][=Branch1][C][C][O][Ring1][Ring1][C][=C][Ring1][=Branch2]
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,[N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C]
C=Cc1ccccc1,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1]
C=CC(C)=O,[C][=C][C][Branch1][C][C][=O]
O=C1C(O)=C(O)C(=O)C(O)=C1O,[O][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][C][O][=C][Ring1][#Branch2][O]
CCc1cccc(O)c1,[C][C][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1]
O=C(O)/C=C/c1ccccc1,[O][=C][Branch1][C][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,[O][=C][Branch1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,[C][C][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O]
CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,[C][S][C][C][C@H1][Branch2][Ring2][N][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O]
O=C(O)CCc1nc2ccccc2[nH]1,[O][=C][Branch1][C][O][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,[C][C][Branch1][C][O][C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C]
O=NN(CCO)CCO,[O][=N][N][Branch1][Ring2][C][C][O][C][C][O]
CCCCN(CCCC)N=O,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][N][=O]
C#CC1(O)CCCCC1,[C][#C][C][Branch1][C][O][C][C][C][C][C][Ring1][#Branch1]
Nc1cccc2c(O)nnc(O)c12,[N][C][=C][C][=C][C][=C][Branch1][C][O][N][=N][C][Branch1][C][O][=C][Ring1][N][Ring1][Branch2]
CC(=O)CN(CC(C)=O)N=O,[C][C][=Branch1][C][=O][C][N][Branch1][#Branch1][C][C][Branch1][C][C][=O][N][=O]
CC(=O)C(C)(C)C,[C][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C]
CC(C)CO,[C][C][Branch1][C][C][C][O]
Nc1cc(C(=O)O)ccc1Cl,[N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][Cl]
COc1ccccc1OCC(O)COC(N)=O,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][O][C][Branch1][C][N][=O]
CCCC/C=C\CCCCCCCCCC=O,[C][C][C][C][/C][=C][\C][C][C][C][C][C][C][C][C][C][=O]
CCC1(CC)C(=O)N=C([O-])NC1=O,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][=C][Branch1][C][O-1][N][C][Ring1][#Branch2][=O]
COP(=S)(OC)SCn1nnc2ccccc2c1=O,[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][S][C][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
c1ccc(N=Nc2ccccc2)cc1,[C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C]
[N-]=[N+]=[N-],[N-1][=N+1][=N-1]
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,[C][C][=C][N][Branch1][P][C@H1][C][C@H1][Branch1][Ring2][N][=N+1][=N-1][C@@H1][Branch1][Ring1][C][O][O][Ring1][#Branch2][C][=Branch1][C][=O][NH1][C][Ring1][P][=O]
N#CCc1ccc(Cl)cc1Cl,[N][#C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]
O=C(O)COc1ccccc1,[O][=C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][C][Branch1][C][C][=C][Ring2][Ring1][Branch1][Br]
CC(C)(O)CCC(C)(C)O,[C][C][Branch1][C][C][Branch1][C][O][C][C][C][Branch1][C][C][Branch1][C][C][O]
CCCCCCCCCCCCCC(=O)OC(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
CC(=O)OC1CCCCC1C(C)(C)C,[C][C][=Branch1][C][=O][O][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C]
ON=CC=NO,[O][N][=C][C][=N][O]
CN(C(=O)Cc1cccc2occc12)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,[C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][C][=C][C][=C][C][O][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C@H1][C][C][C@@][Branch1][#Branch1][C][C][C][O][Ring1][Branch1][C][C@@H1][Ring1][#Branch2][N][C][C][C][C][Ring1][Branch1]
Cc1ccc(Cl)cc1Cl,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]
CC(C)(C)c1ccc(C(=O)O)cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2]
CO[Si](OC)(OC)c1ccccc1,[C][O][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCOCCO,[C][C][O][C][C][O]
O=P(O)(O)CCCl,[O][=P][Branch1][C][O][Branch1][C][O][C][C][Cl]
O=P(OCCCl)(OCCCl)OCCCl,[O][=P][Branch1][Branch1][O][C][C][Cl][Branch1][Branch1][O][C][C][Cl][O][C][C][Cl]
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][P][=Branch1][C][=O][Branch1][N][O][C][C][Branch1][Ring1][C][C][C][C][C][C][O][C][C][Branch1][Ring1][C][C][C][C][C][C]
O=Cc1ccc(CO)o1,[O][=C][C][=C][C][=C][Branch1][Ring1][C][O][O][Ring1][#Branch1]
NC(=O)C(Cl)Cl,[N][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl]
COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=C]
CCOC(=O)/C=C(/C)O[AlH3](OC(C)CC)OC(C)CC,[C][C][O][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][O][AlH3][Branch1][Branch2][O][C][Branch1][C][C][C][C][O][C][Branch1][C][C][C][C]
O=CN(CCO)CCO,[O][=C][N][Branch1][Ring2][C][C][O][C][C][O]
C=CC(=O)OCCCCCCCC,[C][=C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][C]
On1nnc2ccccc21,[O][N][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2]
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[O][=C][N][Branch2][Ring1][=Branch2][C][C][C][N][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][C][Ring1][=N][N][=C][C][=C][C][=C][N][Ring2][Ring1][=Branch2][Ring1][=Branch1]
O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,[O][=C][Branch2][Ring2][Branch1][C][O][C][C][O][C][C][O][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][O][I][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][O][I]
O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1,[O][=C][Branch1][C][O][C][C][=C][C][=C][C][Branch2][#Branch1][=Branch2][C][=C][C][Branch2][Branch1][=Branch2][C][C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C][Branch1][P][C][=C][C][=C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][Ring1][#Branch2][=C][Ring2][Ring1][N][=C][C][=C][Ring2][Ring2][Branch2][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][=C][Ring2][Branch1][#Branch2]
C[N+]1(CC2COC(c3ccccc3)(c3ccccc3)O2)CCCCC1,[C][N+1][Branch2][Ring1][=N][C][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][P][C][C][C][C][C][Ring2][Ring1][Branch2]
CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,[C][C][C][C][N][C][=C][C][=C][Branch1][#C][C][=Branch1][C][=O][O][C][C][NH1+1][Branch1][Ring1][C][C][C][C][C][=C][Ring1][S]
C#CCN[C@@H]1CCc2ccccc21,[C][#C][C][N][C@@H1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2]
CN(C)C,[C][N][Branch1][C][C][C]
O=C(O)c1ccc2c(c1)C(=O)OC2=O,[O][=C][Branch1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][#Branch1][=O]
C1=CC2C3C=CC(C3)C2C1,[C][=C][C][C][C][=C][C][Branch1][Ring2][C][Ring1][Branch1][C][Ring1][#Branch1][C][Ring1][#Branch2]
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,[C][C][Branch1][C][C][C@H1][C][C][C@][Ring1][=Branch1][Branch1][C][C][C@H1][Branch1][C][O][C][Ring1][Branch2]
C=CC(N)=O,[C][=C][C][Branch1][C][N][=O]
C=CC=O,[C][=C][C][=O]
CC(=O)Nc1ccc(CC(=O)O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch2]
C=CC#N,[C][=C][C][#N]
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][N][C][N][S][Ring1][=Branch2][=Branch1][C][=O][=O]
[Zn+2],[Zn+2]
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][=N][C][=N][Ring1][Branch1]
O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,[O][=N+1][Branch1][C][O-1][/N][=C][\N][C][C][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1]
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,[O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][C][C][Ring1][=Branch1]
O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=N][C][=C][S][Ring1][Branch1][C][=C][Ring1][#C]
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,[N][C][=C][C][=C][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][C]
O=C(Cl)c1cccc(C(=O)Cl)c1,[O][=C][Branch1][C][Cl][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][Cl][=C][Ring1][=Branch2]
O=C(O)c1ccc(O)cc1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
Cc1ccc(C(C)C)cc1,[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2]
COC(C(=O)O)c1ccccc1,[C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C(O)C(Br)Br,[O][=C][Branch1][C][O][C][Branch1][C][Br][Br]
Cn1cc[nH]c1=S,[C][N][C][=C][NH1][C][Ring1][Branch1][=S]
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][O][I]
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][C][=C][Ring1][=N][Ring2][Ring1][Branch1]
O=C([O-])P(=O)([O-])[O-],[O][=C][Branch1][C][O-1][P][=Branch1][C][=O][Branch1][C][O-1][O-1]
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][C][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C@H1][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O]
CCCCO[AlH3](OCCCC)OCCCC,[C][C][C][C][O][AlH3][Branch1][=Branch1][O][C][C][C][C][O][C][C][C][C]
C=CS(=O)(=O)[O-],[C][=C][S][=Branch1][C][=O][=Branch1][C][=O][O-1]
CN(C)CCOCCN(C)C,[C][N][Branch1][C][C][C][C][O][C][C][N][Branch1][C][C][C]
CC1(C)CC(O)CC(C)(C)N1[O],[C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][Branch1][C][C][N][Ring1][#Branch2][OH0]
CCCOC(=O)NCCCN(C)C,[C][C][C][O][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C]
Nc1ccc(C(=O)[O-])c(O)c1,[N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][O][=C][Ring1][#Branch2]
C1CCC(SSC2CCCCC2)CC1,[C][C][C][C][Branch1][O][S][S][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=C]
CC(=O)c1nccs1,[C][C][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1]
C=CCCCCCCCCC(=O)OCCCC,[C][=C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
CCNC(=O)C(C)OC(=O)Nc1ccccc1,[C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1]
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,[C][C][=C][C][=C][Branch2][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][C]
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1,[C][C][=C][C][=C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][C][Ring1][Branch2][C][=C][Ring2][Ring1][Branch1]
NC(=S)N/N=C/c1cccnc1,[N][C][=Branch1][C][=S][N][/N][=C][/C][=C][C][=C][N][=C][Ring1][=Branch1]
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,[C][C][=C][C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][=N][C][Branch1][C][C][=N][Ring2][Ring1][C]
OC1CCCC1,[O][C][C][C][C][C][Ring1][Branch1]
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][=Branch1][C][=O][C][C@@][Ring1][P][Ring2][Ring1][Branch1][C]
