smiles,smi_mac_fragments,selfies,NR-AR
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,"[14*]c1cc(N)c(Cl)cc1[14*],[2*]OC,[14*]c1ccccc1,[3*]C1CCN([4*])CC1,[1*]C([1*])=O,[4*]N[4*],[3*]C[6*]",[C][O][C][=C][C][Branch1][C][N][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N],0
CNC(C)(C)Cc1ccccc1.CNC(C)(C)Cc1ccccc1,"[4*]NC,[14*]c1ccccc1,[3*]C(C)(C)C[6*]",[C][N][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[C][N][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"[6*]C(C)CC,[6*]C(C)(C)C,[14*]c1cc([14*])c(O)c([14*])c1",[C][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C],0
C=CC(C)CCCC(C)(C)O,C=CC(C)CCCC(C)(C)O,[C][=C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][C][O],0
CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,"[14*]c1ccc([14*])cc1,[4*]N[4*],[6*]C(C)(C)CC(C)(C)C",[C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][P][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=C][C][=C][Ring2][Ring1][Branch1],0
Cc1ccccc1N,Cc1ccccc1N,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0
NCc1cccc(CN)c1,"[6*]CN,[14*]c1cccc([14*])c1",[N][C][C][=C][C][=C][C][Branch1][Ring1][C][N][=C][Ring1][Branch2],0
COC(=O)CCC(=O)OC,"[1*]C(=O)CCC([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C],0
COP(=O)(O)OC,COP(=O)(O)OC,[C][O][P][=Branch1][C][=O][Branch1][C][O][O][C],0
CNC(=O)NC,"[4*]NC,[1*]C([1*])=O",[C][N][C][=Branch1][C][=O][N][C],0
OCC(O)CN1CCN(c2ccccc2)CC1,"[4*]N1CCN([4*])CC1,[14*]c1ccccc1,[3*]CC(O)CO",[O][C][C][Branch1][C][O][C][N][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N],0
O=c1cc(CO)occ1O,"[12*]c1cc(=O)c(O)co1,[6*]CO",[O][=C][C][=C][Branch1][Ring1][C][O][O][C][=C][Ring1][Branch2][O],0
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1,"[14*]c1cc(Cl)ccc1Cl,[12*]c1nc(N)nc(N)n1",[N][C][=N][C][Branch1][C][N][=N][C][Branch1][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][=N][Ring1][#C],0
NC(=S)Nc1cccc2ccccc12,"[4*]NC(N)=S,[14*]c1cccc2ccccc12",[N][C][=Branch1][C][=S][N][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0
c1ccc2ccccc2c1,c1ccc2ccccc2c1,[C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,"[1*]C(=O)O,[7*]n1cc([14*])c(=O)c2ccc(C)nc21,[6*]CC",[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][Ring1][#C],0
CS(=O)(=O)OCCCCOS(C)(=O)=O,"[3*]CCCC[3*],[2*]OS(C)(=O)=O",[C][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C][C][C][O][S][Branch1][C][C][=Branch1][C][=O][=O],0
O=C(O)Cc1cccc2ccccc12,"[6*]CC(=O)O,[14*]c1cccc2ccccc12",[O][=C][Branch1][C][O][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],0
CCCSSCCC,"[3*]CCC,[9*]SS[9*]",[C][C][C][S][S][C][C][C],0
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,"[2*]O[2*],[6*]CN,[3*][C@@H]1[C@@H](N)C[C@@H](N)C(O)[C@@H]1[3*],[6*]CO,[3*][C@@H]1O[C@@H]([11*])[C@@H](O)[C@H]1O,[3*][C@@H]1O[C@H]([11*])[C@@H](O)[C@H](O)[C@H]1N",[N][C][C@H1][O][C@H1][Branch2][Ring2][Ring1][O][C@@H1][C@@H1][Branch1][C][N][C][C@@H1][Branch1][C][N][C][Branch1][C][O][C@H1][Ring1][=Branch2][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Branch1][C][N][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][N][O],0
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,[N][C][=C][C][Branch1][#Branch2][C][Branch1][C][Cl][=C][Branch1][C][Cl][Cl][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#C][S][Branch1][C][N][=Branch1][C][=O][=O],0
CC1(C)NC(=O)NC1=O,CC1(C)NC(=O)NC1=O,[C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O],0
CC1OC(C)OC(C)O1,CC1OC(C)OC(C)O1,[C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][Ring1][Branch2],0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,"[3*]CC,[4*]N[4*],[3*]CCCC([3*])C,[14*]c1ccnc2cc(Cl)ccc12,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][C][C][C][Branch1][C][C][N][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1],0
NCCCN(CCO)CCO,"[4*]N([4*])[4*],[3*]CCO,[3*]CCCN",[N][C][C][C][N][Branch1][Ring2][C][C][O][C][C][O],0
O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,"[14*]c1ccc(S(=O)(=O)O)cc1,[8*]N1N=C(C(=O)[O-])CC1=O",[O][=C][Branch1][C][O-1][C][=N][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Ring1][S],0
NC(=O)C(Cl)(Cl)Cl,NC(=O)C(Cl)(Cl)Cl,[N][C][=Branch1][C][=O][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
CCOCCOC(C)=O,"[1*]C(C)=O,[2*]O[2*],[3*]CC,[3*]CC[3*]",[C][C][O][C][C][O][C][Branch1][C][C][=O],0
CCCCCCBr,CCCCCCBr,[C][C][C][C][C][C][Br],0
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,"[2*]O[2*],[3*][C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,[12*]c1oc2cc(O)cc(O)c2c(=O)c1[14*],[3*]C[6*],[3*][C@H]1O[C@H]([11*])[C@@H](O)[C@H](O)[C@H]1O,[14*]c1ccc(O)c(O)c1",[C][C@@H1][O][C@@H1][Branch2][Branch1][=N][O][C][C@H1][O][C@@H1][Branch2][Ring2][Branch2][O][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][Branch2][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring2][Ring1][Ring2][=O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][=C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring2][=Branch2][O],0
CCNCCO,"[4*]N[4*],[3*]CC,[3*]CCO",[C][C][N][C][C][O],0
C1CCCCC1,C1CCCCC1,[C][C][C][C][C][C][Ring1][=Branch1],0
Nc1cc(S(=O)(=O)O)ccc1O,Nc1cc(S(=O)(=O)O)ccc1O,[N][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][O],0
c1ccncc1,c1ccncc1,[C][=C][C][=N][C][=C][Ring1][=Branch1],0
FB(F)F,FB(F)F,[F][B][Branch1][C][F][F],0
CCCCOCCCC,"[2*]O[2*],[3*]CCCC",[C][C][C][C][O][C][C][C][C],0
CC(C)c1ccc2c(C(C)C)cc(C(C)C)c(S(=O)(=O)[O-])c2c1,"[14*]c1ccc2c([14*])cc([14*])c(S(=O)(=O)[O-])c2c1,[6*]C(C)C",[C][C][Branch1][C][C][C][=C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][Ring1][S][=C][Ring2][Ring1][Ring2],0
CN(C)N=O,CN(C)N=O,[C][N][Branch1][C][C][N][=O],0
CCN(CC)N=O,CCN(CC)N=O,[C][C][N][Branch1][Ring1][C][C][N][=O],0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,"[3*]CCCl,[6*]CCCC(=O)O,[14*]c1ccc([14*])cc1,[4*]N([4*])[4*]",[O][=C][Branch1][C][O][C][C][C][C][=C][C][=C][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][C][=C][Ring1][=N],0
Nc1cc(Cl)cc(C(=O)O)c1Cl,"[1*]C(=O)O,[14*]c1cc(Cl)cc(N)c1Cl",[N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#Branch2][Cl],0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,"[3*][C@H](CO)[C@@H]([6*])O,[14*]c1ccc([N+](=O)[O-])cc1,[4*]N[4*],[1*]C(=O)C(Cl)Cl",[O][=C][Branch2][Ring1][#Branch2][N][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][Branch1][C][Cl][Cl],0
CCCn1cc[n+](C)c1.F[B-](F)(F)F,"[7*]n1cc[n+](C)c1,[6*]CCC,F[B-](F)(F)F",[C][C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1].[F][B-1][Branch1][C][F][Branch1][C][F][F],0
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,"[2*]OP(=O)([O-])O[2*],CCCC[P+](CC)(CCCC)CCCC,[3*]CC",[C][C][C][C][P+1][Branch1][Ring1][C][C][Branch1][Branch1][C][C][C][C][C][C][C][C].[C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C],0
CCC(C)(CCCC(C)C)OC(C)=O,"[2*]O[2*],[3*]C(C)(CC)CCCC(C)C,[1*]C(C)=O",[C][C][C][Branch1][C][C][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][O][C][Branch1][C][C][=O],0
CC/C=C\CCOC(C)=O,"[2*]O[2*],[3*]CCC=[5*],[5*]=CCC,[1*]C(C)=O",[C][C][/C][=C][\C][C][O][C][Branch1][C][C][=O],0
O=C1c2ccccc2C(=O)N1CO,"[6*]CO,[8*]N1C(=O)c2ccccc2C1=O",[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][O],0
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,"[1*]C(=O)O,[4*]N1CCCC1,[6*]CC,[7*]n1cc([14*])c(=O)c2cnc([12*])nc21",[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][N][=C][Ring1][O][Ring2][Ring1][Ring1],0
CCN1CCCC1=O,"[8*]N1CCCC1=O,[6*]CC",[C][C][N][C][C][C][C][Ring1][Branch1][=O],0
ClC(Cl)C(Cl)Cl,ClC(Cl)C(Cl)Cl,[Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][Cl],0
ClCC(Cl)(Cl)Cl,ClCC(Cl)(Cl)Cl,[Cl][C][C][Branch1][C][Cl][Branch1][C][Cl][Cl],0
O=C=NCCCCCCN=C=O,O=C=NCCCCCCN=C=O,[O][=C][=N][C][C][C][C][C][C][N][=C][=O],0
OCC1CCCO1,"[11*]C1CCCO1,[6*]CO",[O][C][C][C][C][C][O][Ring1][Branch1],0
O=C(OC(=O)c1ccccc1)c1ccccc1,"[2*]O[2*],[14*]c1ccccc1,[1*]C([1*])=O",[O][=C][Branch1][=C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCOC(=O)C(C)O,"[1*]C(=O)C(C)O,[2*]O[2*],[3*]CC",[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O],0
Cc1cc(C)c(C)cc1C,Cc1cc(C)c(C)cc1C,[C][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C],0
CN(C)C(=O)Nc1ccccc1,"[4*]N(C)C,[14*]c1ccccc1,[1*]C([1*])=O,[4*]N[4*]",[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Nc1nc(N)nc(Cl)n1,Nc1nc(N)nc(Cl)n1,[N][C][=N][C][Branch1][C][N][=N][C][Branch1][C][Cl][=N][Ring1][Branch2],0
COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],"[14*]c1cc(Cl)ccc1[N+](=O)[O-],[1*]C([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],0
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,"[14*]c1ccc(Cl)cc1,[6*]C[6*],[12*]c1nnc([12*])c2ccccc12,[14*]c1ccncc1,[4*]N[4*]",[Cl][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][N][=C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch2],0
Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,"[3*]CC[3*],[2*]O[2*],[6*]C(C)(C)C,[1*]C(=O)CC[6*],[14*]c1cc([14*])c(O)c(C)c1",[C][C][=C][C][Branch2][Ring2][#C][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][N][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring2][Branch2][O],0
OCCSCSCCO,"[9*]SCS[9*],[3*]CCO",[O][C][C][S][C][S][C][C][O],0
C=CC(=O)N1CCOCC1,"[1*]C(=O)C=C,[4*]N1CCOCC1",[C][=C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],0
Cl[Zr](Cl)(C1=CC=CC1)C1C=CC=C1,Cl[Zr](Cl)(C1=CC=CC1)C1C=CC=C1,[Cl][Zr][Branch1][C][Cl][Branch1][Branch2][C][=C][C][=C][C][Ring1][Branch1][C][C][=C][C][=C][Ring1][Branch1],0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,"[6*]C1([6*])OS(=O)(=O)c2ccccc21,[14*]c1ccc(O)cc1",[O][=S][=Branch1][C][=O][O][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2],0
C=C(C)C(=O)OCC1CO1,"[2*]O[2*],[3*]C[6*],[1*]C(=O)C(=C)C,[11*]C1CO1",[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][O][Ring1][Ring1],0
COc1ccc(C(=O)c2ccccc2O)c(O)c1,"[14*]c1ccccc1O,[1*]C([1*])=O,[14*]c1ccc([14*])c(O)c1,[2*]OC",[C][O][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][O][=C][Ring1][S],0
O=C(c1ccccc1O)c1ccccc1O,"[14*]c1ccccc1O,[1*]C([1*])=O",[O][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0
COc1ccc(C(=O)c2ccccc2)c(O)c1,"[14*]c1ccccc1,[1*]C([1*])=O,[14*]c1ccc([14*])c(O)c1,[2*]OC",[C][O][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=C][Ring1][#C],0
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,"[6*]C[6*],[5*]=Cc1ccc(Cl)cc1,[5*]=C1CCC(C)(C)C1([13*])O,[7*]n1cncn1",[C][C][Branch1][C][C][C][C][C][=Branch1][=N][=C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][=C][Branch1][C][O][C][N][C][=N][C][=N][Ring1][Branch1],1
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"[3*]CC(=C)C,[14*]c1cc([N+](=O)[O-])c([14*])c([N+](=O)[O-])c1,[3*]CC,[6*]C(F)(F)F,[4*]N([4*])[4*]",[C][=C][Branch1][C][C][C][N][Branch1][Ring1][C][C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][=N][N+1][=Branch1][C][=O][O-1],0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,"[13*][C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[1*]C(C)=O",[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C],0
Cc1cccc(C)c1NC(=O)C(C)N,"[14*]c1c(C)cccc1C,[4*]N[4*],[1*]C(=O)C(C)N",[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N],0
COC1=CC(=O)OC(CCc2ccccc2)C1,"[11*]C1CC(OC)=CC(=O)O1,[14*]c1ccccc1,[6*]CC[6*]",[C][O][C][=C][C][=Branch1][C][=O][O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C],0
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,"[4*]N(C)C,[10*]S(=O)(=O)c1ncccc1[14*],[12*]c1cc([12*])nc([12*])n1,[2*]OC,[1*]C([1*])=O,[4*]N[4*]",[C][O][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=N][Ring2][Ring1][#Branch2],0
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,"[14*]c1ccc(O)c([14*])c1,[2*]OC,[3*]C[6*],[4*]N[4*],[1*]C(=O)CCCCCCCC",[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2],1
CC(=O)[O-].[Na+],"CC(=O)[O-],[Na+]",[C][C][=Branch1][C][=O][O-1].[Na+1],0
CC(=O)[O-].[K+],"CC(=O)[O-],[K+]",[C][C][=Branch1][C][=O][O-1].[K+1],0
C=C1CCC2CC1C2(C)C,C=C1CCC2CC1C2(C)C,[C][=C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][Ring2][Branch1][C][C][C],0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,"[6*]C([6*])[6*],[7*]n1cncn1,[14*]c1ccc(C#N)cc1",[N][#C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring2][Ring1][Ring2],0
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,"[2*]O[Sn](CCCC)(CCCC)O[2*],[1*]C(=O)CCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][Sn][Branch1][Branch1][C][C][C][C][Branch1][Branch1][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C],0
Nc1ccc(Cl)cc1Cl,Nc1ccc(Cl)cc1Cl,[N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],0
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,"[8*]N1C(=O)C2(C)CC2(C)C1=O,[14*]c1cc(Cl)cc(Cl)c1",[C][C][C][C][Ring1][Ring1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][#C][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Ring1][S][=O],0
CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C,"[5*]=C(C)C,[2*]O[2*],[3*]CC=[5*],[1*]C(C)=O,[5*]=CCCC(=[5*])C",[C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][\C][C][C][/C][=C][Branch1][C][\C][C][C][C][=C][Branch1][C][C][C],0
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,"[6*]CO,[11*][C@@H]1OC(O)[C@H](N)[C@@H](O)[C@@H]1O",[N][C@H1][C][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O],0
C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,[C][=C][Branch1][C][C][C@@H1][C][C][C@@H1][Branch1][C][C][C][C@@H1][Ring1][#Branch1][O],0
O=[PH](O)c1ccccc1,O=[PH](O)c1ccccc1,[O][=PH1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CN(C)CCC#N,"[4*]N(C)C,[3*]CCC#N",[C][N][Branch1][C][C][C][C][C][#N],0
CO[Si](CCCNCCN)(OC)OC,"[3*]CCN,[3*]CCC[Si](OC)(OC)OC,[4*]N[4*]",[C][O][Si][Branch1][Branch2][C][C][C][N][C][C][N][Branch1][Ring1][O][C][O][C],0
CC(C)=CCCC(C)=CC(=O)O,"[5*]=CC(=O)O,[5*]=C(C)C,[5*]=CCCC(=[5*])C",[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][=C][C][=Branch1][C][=O][O],0
CCCCO[PH](=O)OCCCC,"[2*]O[PH](=O)O[2*],[3*]CCCC",[C][C][C][C][O][PH1][=Branch1][C][=O][O][C][C][C][C],0
CCCCCCCCCCCCn1cc[n+](C)c1,"[7*]n1cc[n+](C)c1,[6*]CCCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][N][C][=C][N+1][Branch1][C][C][=C][Ring1][=Branch1],0
O=C(O)CNC(=O)c1ccccc1I,"[3*]CC(=O)O,[14*]c1ccccc1I,[1*]C([1*])=O,[4*]N[4*]",[O][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][I],0
CCNC(=O)NCc1cccc(Cl)c1,"[3*]CC,[14*]c1cccc(Cl)c1,[3*]C[6*],[1*]C([1*])=O,[4*]N[4*]",[C][C][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],0
CCC(C)C(=O)OCCc1ccccc1,"[1*]C(=O)C(C)CC,[2*]O[2*],[14*]c1ccccc1,[3*]CC[6*]",[C][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][I],0
C/C=C(\C)C(=O)OCC/C=C\CC,"[3*]CCC=[5*],[2*]O[2*],[5*]=CC,[5*]=CCC,[1*]C(=O)C(=[5*])C",[C][/C][=C][Branch1][C][\C][C][=Branch1][C][=O][O][C][C][/C][=C][\C][C],0
CC/C=C\CCOC(=O)CCCCC,"[2*]O[2*],[3*]CCC=[5*],[5*]=CCC,[1*]C(=O)CCCCC",[C][C][/C][=C][\C][C][O][C][=Branch1][C][=O][C][C][C][C][C],0
Cc1ccccc1C(N)=O,"[1*]C(N)=O,[14*]c1ccccc1C",[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=O],0
CC(=O)O[C@@H]1CC2CCC1(C)C2(C)C,"[2*]O[2*],[3*][C@@H]1CC2CCC1(C)C2(C)C,[1*]C(C)=O",[C][C][=Branch1][C][=O][O][C@@H1][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][Ring1][=Branch1][Branch1][C][C][C],0
